pmid
28576847
40262770
41744312
39332323
37247391
36350081
38831288
38564429
31038749
28831141
28640975
35715973
36563942
30520727
36517747
36844077
38821326
36805285
38168610
32242234
35050466
36880407
38427069
39082126
38352176
26674968
37058965
41543574
28829683
39718137
36780722
39163495
31147630
38024953
36096725
39888052
25192890
39574449
17075077
32795910
18685183
39812128
36541032
40339855
31482250
40532648
37843675
33691617
34597404
39644345
37251780
34034163
35620700
33478380
12376631
32170020
35088230
39003354
36746783
39719058
32621388
39984923
20467978
39400760
24773321
36115269
26025529
33570447
23104474
33554358
41338235
33725150
22301130
23547968
37025007
33193691
30979945
39555628
36477336
33723703
24350934
30285298
35896570
31123093
39761343
23735506
39918871
27033553
26640475
23828547
16113213
33407148
32464438
37930306
32229406
36941578
33129252
39994030
40295739
32338788
41481473
40339707
38702456
22635115
40105588
34663216
39280094
38460112
24022272
21398568
24398893
34691115
34988675
37866580
36609252
34891072
33048399
30487287
39306910
40542252
25695335
34655724
31954281
35835078
37296391
39041424
26335593
36875587
32022953
23231763
19017627
31704591
27002402
37119548
36596886
41204689
36484033
35768771
27485523
35996008
30238422
31654214
30740122
24194857
34038811
40729952
38539093
18682547
38872092
32744432
38717664
24561249
28993786
30919915
29326734
25848171
32987264
38242155
38266559
31606716
39466433
31338715
16617101
38847958
36822526
17905899
40604414
36147225
22704545
38273235
28622431
30117653
40312997
26536863
35997870
30003973
38239967
29250818
31844689
24261563
38091931
40743810
30825725
23800991
34086919
35690029
27012548
23582042
40295947
35487668
39988889
36950351
37441172
32112957
31475022
22330896
30552583
40104962
29922304
35548277
35978316
37633338
24913125
39166483
27525923
39969670
26951633
29116579
23669573
33130892
18679687
32428035
22610487
26842464
34992618
36262662
29886249
32690755
20358223
25250844
33164265
23299334
16623881
38584943
36311096
41062975
26773738
32107612
25533478
37648116
37968652
23093360
35507656
40256275
20031913
31481229
30712103
22412184
40231838
40241240
31202194
24656336
27215938
20952421
26941754
26059204
30132153
19712584
40177019
21169508
24863295
24440241
28127300
