pmid
39228126
35996876
40676839
35871266
37850886
37968901
38148603
36401566
41744312
38514621
35914574
38466155
39540946
38091935
35722514
34718775
40953751
36036369
38447063
35321642
38891020
37560028
36698063
34791424
38253937
27345721
35984735
34679114
33329664
34753074
39082752
40381363
35028494
37535208
35928709
37324705
32126126
39368086
39810027
39496751
39369649
37909415
40796145
40993536
35587520
41763554
35179195
36267847
34728643
37688678
39294464
38216712
39405437
37344696
36219491
39589910
40163961
17075077
37243818
30393190
31485134
37746006
39198267
40240775
36507422
31375941
35587579
34845865
33049157
35333328
36862074
31208338
36253558
35003178
37641387
29449862
30189416
41784822
39285171
24376625
34430793
38759757
35188194
30143992
39492168
34694441
23577102
35278106
37419328
27646344
26345744
20233336
22301130
40024611
24431506
35712583
37399697
36682133
30496782
26904091
36068333
23135854
31212102
19820319
39645582
33215699
28981779
33224159
34142002
27453463
24096889
29576066
22794914
41305982
40588031
37953831
32980968
42261789
19429605
27382137
26424158
39850221
33882825
42225231
39725902
37938528
34354811
39096362
36441771
36743581
30712129
22078375
36507967
23415326
35253881
21406116
38872092
39643822
41437219
30078233
34656861
29398835
37384363
37089655
37506254
29020034
28702689
39271558
28992306
23686450
34868122
32916530
41014642
37163561
32117337
38859561
37063192
29846801
32625221
38679693
38166714
26172270
39474223
37704940
18685183
41370796
24474809
23735506
39369362
39090142
38639776
35193744
40536725
26633564
36946067
35006841
35106849
38685964
35930936
36484033
18236009
37039929
39438338
19712584
33130892
27638689
24398893
39234545
22038450
30099612
38227151
37833626
34079581
41281930
33005236
27722804
25647508
23958655
32878310
31238869
41644783
38148863
21527628
26284112
17426956
38988632
32112957
19322663
34823144
34871988
41249292
37316787
34939275
35265092
41579628
25358745
27251327
18818929
25555239
35878697
32480882
37180379
24641694
34874506
29574592
32179779
23116672
27325665
33616231
24667379
32278023
29576089
20128882
31872463
21284800
29242377
25236158
32858770
29162892
28181537
29367235
30738218
35310624
35647295
37177029
25886365
35095969
16595877
27965699
21811828
29781573
30068540
23275191
37187772
31481229
19048288
18721784
18931976
17999151
25957211
28074633
20007444
19701685
17968552
40182554
40376156
41249586
34493227
21499841
32421869
30626336
24130197
21239643
25409524
29329517
31930666
33167867
34515342
40381152
31910821
28330319
38446239
31129469
24965356
21359958
32433775
32526013
24062085
22662107
40915024
33751672
33270810
32549675
30833955
27683092
33691974
27766460
41034703
25428615
30517137
33836080
32129897
41841138
22385556
26261267
32005373
32350607
41386835
26025543
30581315
31637532
18779926
25283804
26175353
34249082
24614245
23351381
34276729
30212759
20335401
25800365
15480887
19776160
36920174
34100185
27162494
28634483
34421959
24938613
34786790
28730594
22930448
24390391
23399101
30020522
16924117
26834774
40069264
27029818
24913125
19490479
25974367
26350634
26777777
33854281
18470484
24341907
23024799
19229638
15190366
23145152
23070303
28888162
41968321
40198389
24682459
40570152
29361060
17881564
27319052
17221232
28663756
19239124
20049613
25460871
19529831
12609047
21459832
27337541
25606426
28378532
26681628
25209982
32778977
28424372
25318938
25286109
26959651
21502188
26067440
22038091
25218040
30815002
27468891
29327440
25486886
22526427
35920597
20454772
29024118
17587305
40972926
26035591
18325341
24817160
20852032
26715311
23292790
29359127
18804072
16912923
22253868
22569963
27195813
29655154
17238046
41044543
29869742
17293435
20878348
41131928
30113022
21451255
29237723
40863499
18931143
28340002
21685489
17549515
24189206
27194741
29785071
19321431
24127586
23017909
28916800
24518221
28405199
21528404
23382237
26631017
24784760
41323326
15359131
28694815
17846741
30080633
18332009
29417232
16955737
24534105
41796320
22136218
27216147
21602323
17133769
25828772
29184886
22882529
26640678
31618451
26134138
26449881
28491065
32549685
27213684
28241800
20576316
26909954
30701393
31485470
18813955
27118216
28000793
32688658
33224986
15645304
25385766
24460890
22539437
24704987
27432349
41589074
21497713
31619629
28066455
15088147
30762181
24215658
42064297
30263235
41611145
24847340
25693492
12182078
42136032
41560925
25231250
12226181
30066217
10725557
26025521
21332845
29432551
28466470
26811799
29045473
22435142
23828545
23372737
21955397
15221451
21178395
34704216
18754079
26566840
37314604
25110688
36805564
34620451
17614953
33098450
41172761
37979574
26830287
38888627
16284406
40568475
36306008
34924715
36737006
17665216
37471276
40686304
33962060
25818072
27644410
31613368
26496194
25543954
29576087
30107881
42213291
33438317
23895290
39625651
26752408
39644345
29312925
26335593
40932049
40293867
37692421
34262576
29285618
40939319
34530166
35592483
31226542
11726707
33081724
25014263
32206999
41342959
21293909
21698458
20809928
40217467
28275855
27411911
42247189
23717458
26477688
27877189
32853345
24399239
19123004
39041424
39687697
18273684
28415033
24489802
35896479
24771143
12177491
40256280
27264781
28869785
27935412
26535682
23109182
28154573
40685744
32175828
34343171
37649879
26706071
26123290
31779898
41163136
22875749
26458744
40596168
39643268
34034863
33278597
32083115
26069451
19723241
29330772
40401129
20495351
38762897
30891909
40459657
20035315
30578854
17690841
23296688
23800963
15197268
32518274
40330127
32761553
12615946
28083003
35941266
22130861
40369976
39332567
17923667
18205020
22301384
23400831
30620079
41566784
23918260
32464438
19279197
36582638
29544529
32655627
28182328
28344585
26564152
39499461
34953936
29268705
40212869
27832344
24244664
29538660
33302870
33821294
26689769
22348023
26350041
25809150
31872309
40597593
23368984
28979289
35535627
31997828
36585635
24917171
22016430
31402926
28956163
31737015
40128466
32987264
17570562
30092010
29593766
35281128
39073079
38913300
27198693
26634495
23073696
39509069
27380174
23398910
20100696
31113977
31980835
40390392
23104474
41381819
41825643
19481835
28659944
38714129
37676585
40721639
36404527
21585388
32171257
32643113
26734018
26890603
33289304
26834756
23703395
31125390
17554543
24521476
35347474
28649255
16552602
36097113
41291404
15169937
26454879
19277718
40000770
41653595
17219102
29465802
39581968
25925167
32416343
23660286
27892643
41469486
29802991
38592643
38148246
24209631
37495715
24097262
37865758
29133823
38222274
7894021
37360728
41680642
29335785
26507552
25636202
29977247
31338715
10929125
28074873
31768809
35643601
27833621
24698809
36539640
30940336
23202132
32664865
29250082
30127798
30984209
34620438
17443417
29181013
33424910
41991527
37195873
38737323
36352870
25445270
27473592
34899804
15079051
32902115
31552078
30452736
27899926
39189987
32563042
34031958
40433156
24279948
41254505
26578239
37366497
39864559
37882292
36788431
36337062
36531367
27625663
32667057
16667159
34089089
25014258
42204464
23468992
23329372
24086146
38850730
25168932
39299420
34922142
18777179
31626290
25804819
40074292
42211481
40045220
38739961
34146939
26897721
40987069
31786672
18830621
16541126
32005165
31850010
29059222
31332521
36398733
40403620
22551450
21681490
20039179
41326992
37664745
37512850
26566845
35503386
40340753
25071223
32688972
38390302
26233894
16331476
28964253
33284415
19618278
29590108
26098425
39253960
34476681
38724681
17891459
34473798
41310486
32255934
36605966
39138747
18349516
41781855
28487273
19912666
15822152
33007532
41299228
16614820
27276090
22102215
31200083
30092756
33749847
27853319
28766720
28244201
40465032
26943337
32005379
41627446
33959141
35049071
15604699
23112280
25979979
32350267
22983498
22808152
17116242
18679687
20632034
37209314
12586876
34034161
42052272
40357163
24884869
38708439
40859143
40650756
34549440
27904462
35573803
24128296
31286900
40769566
33742286
32761243
19651988
25637374
30848355
23313793
35665176
19234674
27718311
39676227
21988523
24247851
31376807
38880686
39960583
34245030
26831097
36201982
41670742
18593528
33067639
18071708
17176393
22505428
27316630
38380683
26473199
23741473
33643383
20082138
22644442
29946804
24816929
25416131
21505831
35522026
36326968
31072449
9106509
20737168
40536439
26476017
35979077
39524559
26204390
32924751
18813954
41495648
22008187
38310725
33094397
19189423
18832187
24103920
37697702
23620302
28393269
41696166
40345647
31125059
38438662
29123541
35599889
21457711
18700826
20492547
27718117
37346131
35463404
42215866
40624271
23348041
33176681
38093989
26869021
41321083
30356087
15002664
36798712
40752683
28900441
41660599
32476099
42179479
26362270
41188717
31594849
41935025
32034845
40227850
29427065
40439778
41165885
24407603
38723179
18433415
31109305
34894501
25879154
38644587
35502736
22843236
37689241
39604098
24748226
41238594
18850630
25344442
33050881
15356330
39356169
40281415
30913300
25954282
24286292
41139960
39989066
32345214
41286468
